Distance_Miles,Loyalty_Index,Attendance_Rate,Scarcity,Raw_Base,Noisy_Base,Discount_Score
12.142529843551035,1,0.8723852487709566,0.703288747006101,0.27967112529938987,0.25597572226981513,0.25597572226981513
6.434896125657351,1,0.7397150261036759,0.4461133622447302,0.305388663775527,0.26120336394887084,0.26120336394887084
14.121359906705182,1,0.8146885748185114,0.8647496053607415,0.2635250394639258,0.257992052662981,0.257992052662981
33.88694565868619,4,0.6448379435661223,0.06853448371857074,0.3431465516281429,0.34274112960188413,0.34274112960188413
5.846520075035395,4,0.7598461900252153,0.12144816176022655,0.48785518382397736,0.4812354739831364,0.4812354739831364
5.846616062669532,4,0.8676267930313444,0.22787334034872275,0.47721266596512774,0.49222287631563477,0.49222287631563477
35.845312863785985,6,0.8953634975847692,0.10174380960118168,0.3398256190398818,0.34679361203685943,0.34679361203685943
15.917748255147648,3,0.5895033197825088,0.7559091321979067,0.22440908678020938,0.21673201307967638,0.0
4.620604839036434,4,0.9004582922920654,0.36290157932392475,0.4637098420676075,0.4496306926674204,0.4496306926674204
12.712173066814993,4,0.7842661694243362,0.6042547497833374,0.4395745250216663,0.4266262244243485,0.4266262244243485
4.648675345999612,1,0.6983518842485876,0.7649049064499732,0.2735095093550026,0.28433004708619003,0.28433004708619003
4.637939741623569,2,0.9394545004030087,0.54721094535772,0.345278905464228,0.3309677859807086,0.3309677859807086
9.411781650729825,1,0.880482184079289,0.5334534822546318,0.29665465177453676,0.34537498775677883,0.34537498775677883
1.0905910045854894,2,0.9333319535182423,0.45033167084738746,0.35496683291526127,0.3633868557221006,0.3633868557221006
1.3166388553290882,1,0.8760829646369606,0.6955162630620438,0.2804483736937956,0.28230667365697276,0.28230667365697276
4.211051886489826,8,0.8353197653404386,0.5296122356149346,0.44703877643850654,0.445021364866524,0.445021364866524
2.6836260389870468,2,0.7418682206719948,0.4035689215334737,0.35964310784665265,0.33873948614971433,0.33873948614971433
10.11730508649365,2,0.7368146787453732,0.6177865337188855,0.3382213466281115,0.3537416811322841,0.3537416811322841
2.9801568235315004,6,0.8105217292125919,0.9615266567728714,0.40384733432271286,0.3801616985950195,0.3801616985950195
1.799837348121891,2,0.8572046992144852,0.8081421141032342,0.3191857885896766,0.35228265617468235,0.35228265617468235
31.99721183737195,2,0.9406332132919609,0.4470946679211225,0.20529053320788776,0.22486912762002415,0.22486912762002415
5.8957025226221536,0,0.7235541826105413,0.6076334927096916,0.23923665072903083,0.25244619473651064,0.25244619473651064
7.905258766714606,1,0.7493444692151537,0.3913538264088392,0.3108646173591161,0.3266826425052108,0.3266826425052108
1.777578089230018,1,0.6931401561818582,0.5202382322929149,0.2979761767707085,0.3043591121715504,0.3043591121715504
4.287128988591921,4,0.8370360129326855,0.7336407686565044,0.42663592313434956,0.42930599228727373,0.42930599228727373
8.255854538575212,2,0.8667861692426612,0.837913142088555,0.31620868579114453,0.30989946569234733,0.30989946569234733
2.337323386100491,5,0.7866917458643913,0.06121747486901552,0.49387825251309847,0.48978865002820465,0.48978865002820465
10.758520210230284,3,0.919807991662352,0.16471507437898225,0.4335284925621018,0.4217654013727209,0.4217654013727209
4.052610778439395,3,0.6328994148782252,0.5803675061193336,0.39196324938806665,0.39551129919877676,0.39551129919877676
5.5196047264987635,5,0.9426715384716591,0.703524199904835,0.4296475800095165,0.4659382235798826,0.4659382235798826
4.048285215066863,3,0.911129211018983,0.6608151798767171,0.3839184820123283,0.3937843342282344,0.3937843342282344
47.10024414285001,3,0.8957576737025154,0.24953110517460808,0.27504688948253925,0.25153358665261466,0.25153358665261466
7.289994381172695,5,0.5607576476096606,0.6544469674126056,0.4345553032587394,0.4597526198695838,0.0
2.5658481097424084,4,0.8319849919323499,0.46191190659094583,0.4538088093409054,0.4307137860157857,0.4307137860157857
16.81960065687278,1,0.8551116362591562,0.2449157279887174,0.17550842720112828,0.2004418425793639,0.2004418425793639
2.179632642592645,4,0.6401252044903697,0.8846554295330651,0.4115344570466935,0.4175382501808574,0.4175382501808574
9.10536313125942,3,0.611794471452658,0.5300082505167228,0.3969991749483277,0.40193376552035154,0.40193376552035154
1.0411541694483,1,0.5468227127784523,0.8624466478026404,0.26375533521973593,0.28650874877976107,0.28650874877976107
1.9577854286507597,3,0.8395786810967507,0.4179635704079835,0.40820364295920164,0.4378151445105072,0.4378151445105072
8.99673052080079,2,0.725122867867162,0.6329292112489459,0.3367070788751054,0.3307783487015932,0.3307783487015932
15.46325524214881,3,0.5340121265686223,0.816958057270037,0.21830419427299635,0.18206130257216663,0.0
8.770276038391662,1,0.9245531283275973,0.32880667312344547,0.3171193326876554,0.3322037987211131,0.3322037987211131
6.5820860081523405,1,0.861106180879584,0.8575710932296996,0.26424289067703,0.24432167467198695,0.24432167467198695
5.467909152936666,2,0.8508003457152459,0.351513503633901,0.3648486496366099,0.34912325245179254,0.34912325245179254
1.684515540878056,4,0.7917093628620171,0.20204550019334122,0.47979544998066587,0.4858456512767594,0.4858456512767594
3.597200095495114,2,0.9833447140438996,0.7401203840937702,0.325987961590623,0.31729548240886396,0.31729548240886396
4.6616116176236275,2,0.8098594229083041,0.3348342629544575,0.36651657370455426,0.35263839550561027,0.35263839550561027
21.26626950551351,4,0.9361300337787926,0.9534006306786359,0.2546599369321364,0.24689139461609863,0.24689139461609863
10.41886692040505,2,0.5917961694662806,0.8044673600914221,0.3195532639908578,0.3433250401420798,0.3433250401420798
1.2673902242392865,3,0.7805961031312136,0.2305170990677573,0.42694829009322427,0.41696674217407126,0.41696674217407126
10.217316423198293,4,0.8938183964415523,0.9865334904444214,0.4013466509555579,0.40188568910681643,0.40188568910681643
5.027474243776315,5,0.7519657062348705,0.3636883202449467,0.46363116797550535,0.4879420801136721,0.4879420801136721
3.754961378063301,3,0.711912369673262,0.557910267573057,0.3942089732426943,0.389461380067193,0.389461380067193
13.621865905988168,2,0.8055183005812675,0.07353260096039238,0.39264673990396076,0.3729350057587271,0.3729350057587271
20.71793028114763,5,0.829283410881238,0.04161996190435968,0.34583800380956403,0.3402068845233965,0.3402068845233965
18.751619445552933,4,0.8934706111580435,0.29559437902707086,0.3204405620972929,0.2800626793426275,0.2800626793426275
3.192430301630912,1,0.8776985802981009,0.012326911157503173,0.34876730888424967,0.3510835179520011,0.3510835179520011
5.423750900442165,5,0.9601536892222652,0.2776214891935622,0.47223785108064376,0.4648743866517912,0.4648743866517912
10.290935213723959,2,0.9504579229720677,0.522269754662853,0.3477730245337147,0.32546296184876883,0.32546296184876883
19.600304995736394,3,0.8152417860439821,0.690893986850279,0.23091060131497215,0.2768618524348693,0.2768618524348693
4.576002324961919,2,0.6473190859713059,0.2513119874604469,0.37486880125395533,0.3543739181775101,0.3543739181775101
6.137030684642352,10,0.563666622682686,0.40735722474927194,0.4592642775250728,0.47985218330249635,0.0
2.4440708395958453,4,0.5345213637630266,0.38290301439976704,0.4617096985600233,0.4746996256933512,0.0
2.233999274558481,3,0.6864207820349917,0.32757679428675623,0.4172423205713244,0.4089862430826064,0.4089862430826064
16.651924950628704,4,0.8171435321330397,0.38859197139112545,0.3111408028608874,0.3212977230876913,0.3212977230876913
28.68114759119312,5,0.7556506248979417,0.48808653094248033,0.30119134690575194,0.29415215415650825,0.29415215415650825
6.875675397884106,3,0.6989808392489351,0.19850190215657226,0.4301498097843428,0.4216585789536289,0.4216585789536289
20.15662256947157,1,0.8155078443901571,0.4645961103593049,0.15354038896406952,0.14711164106868535,0.14711164106868535
10.608292695774537,2,0.7989614353245981,0.26046721066118406,0.37395327893388164,0.3892212211408706,0.3892212211408706
3.8762967244531814,3,0.8595709858101777,0.06358807434822966,0.44364119256517703,0.44939756551275317,0.44939756551275317
10.605742561496045,2,0.9394256726479543,0.21356850975851271,0.37864314902414875,0.384213347931838,0.384213347931838
34.39931207865813,4,0.8927205376255126,0.9340567024804926,0.25659432975195073,0.22221093321102808,0.22221093321102808
7.129021306863077,5,0.9175755601922118,0.5052471234000665,0.44947528765999334,0.45708557795199184,0.45708557795199184
35.32686263897911,0,0.9442803489249281,0.9825775741625183,0.051742242583748155,0.029636529519115787,0.029636529519115787
